Date,Ticker,Open,High,Low,Close,Volume
2023-05-10,RELIANCE,2119.21,2146.18,2108.89,2116.67,4836828
2023-05-11,RELIANCE,2105.56,2115.17,2099.35,2104.86,2309380
2023-05-12,RELIANCE,2098.92,2107.49,2082.5,2090.68,4929214
2023-05-15,RELIANCE,2042.82,2051.41,2036.91,2036.94,4887198
2023-05-16,RELIANCE,2041.3,2069.43,2039.6,2048.44,3850930
2023-05-17,RELIANCE,2054.82,2072.57,2050.29,2058.7,3063880
2023-05-18,RELIANCE,2054.33,2060.4,2047.37,2059.51,4496235
2023-05-19,RELIANCE,2056.45,2066.15,2041.9,2051.45,2180420
2023-05-22,RELIANCE,1991.11,2010.91,1990.23,2000.44,5686884
2023-05-23,RELIANCE,1987.34,1993.24,1971.17,1985.95,2804926
2023-05-24,RELIANCE,1979.51,1992.94,1962.91,1974.33,3078473
2023-05-25,RELIANCE,1953.94,1963.47,1944.67,1946.61,1163423
2023-05-26,RELIANCE,1938.47,1957.28,1931.3,1941.54,1831748
2023-05-29,RELIANCE,1962.58,1970.61,1937.63,1956.3,1031669
2023-05-30,RELIANCE,2016.59,2044.23,2015.76,2024.47,5303823
2023-05-31,RELIANCE,2038.49,2041.45,2030.23,2031.45,1307365
2023-06-01,RELIANCE,2033.9,2072.63,2018.77,2041.5,3949706
2023-06-02,RELIANCE,2037.29,2049.72,2030.98,2039.38,3517394
2023-06-05,RELIANCE,1976.6,2002.64,1960.5,1970.74,2685936
2023-06-06,RELIANCE,1963.49,1973.36,1944.95,1970.39,989526
2023-06-07,RELIANCE,1967.78,1982.89,1955.57,1973.12,1051550
2023-06-08,RELIANCE,2067.78,2075.04,2057.37,2063.19,5253893
2023-06-09,RELIANCE,2061.21,2066.02,2054.42,2056.68,3644294
2023-06-12,RELIANCE,2071.41,2077.77,2058.9,2068.49,3249843
2023-06-13,RELIANCE,2071.83,2079.67,2064.1,2067.82,4416880
2023-06-14,RELIANCE,2026.25,2034.86,2014.49,2025.38,2882595
2023-06-15,RELIANCE,2062.97,2068.47,2044.12,2068.1,1872010
2023-06-16,RELIANCE,2093.67,2129.04,2078.24,2096.91,1493753
2023-06-19,RELIANCE,2120.85,2153.53,2115.96,2127.62,5414542
2023-06-20,RELIANCE,2102.25,2108.79,2082.5,2093.7,4664557
2023-06-21,RELIANCE,2149.67,2150.24,2146.47,2147.88,5335818
2023-06-22,RELIANCE,2092.91,2096.79,2075.23,2094.99,3922971
2023-06-23,RELIANCE,2117.08,2127.08,2113.85,2117.88,3468543
2023-06-26,RELIANCE,2213.57,2228.91,2202.23,2203.71,3700826
2023-06-27,RELIANCE,2157.91,2169.28,2153.25,2165.42,1711367
2023-06-28,RELIANCE,2145.95,2170.98,2128.15,2144.1,3353715
2023-06-29,RELIANCE,2148.72,2154.71,2143.45,2148.59,2857782
2023-06-30,RELIANCE,2132.22,2141.93,2124.52,2129.85,3048188
2023-07-03,RELIANCE,2061.86,2079.09,2050.16,2071.84,3180183
2023-07-04,RELIANCE,2082.74,2106.35,2046.3,2075.02,1273642
2023-07-05,RELIANCE,2045.13,2063.52,2036.05,2036.33,2704322
2023-07-06,RELIANCE,2055.72,2077.69,2036.66,2054.38,1482342
2023-07-07,RELIANCE,2025.24,2028.61,2004.66,2021.27,5039057
2023-07-10,RELIANCE,2087.86,2103.57,2074.51,2079.08,3064904
2023-07-11,RELIANCE,2054.84,2080.1,2044.57,2050.59,5688372
2023-07-12,RELIANCE,2032.26,2046.23,2027.57,2039.35,4867494
2023-07-13,RELIANCE,2071.63,2087.81,2060.07,2070.05,2309896
2023-07-14,RELIANCE,2027.46,2028.04,2022.28,2025.3,2436886
2023-07-17,RELIANCE,2032.68,2036.81,2025.02,2034.22,2041857
2023-07-18,RELIANCE,2088.2,2101.45,2071.0,2083.27,3427531
2023-07-19,RELIANCE,2033.25,2043.03,2023.46,2024.46,6063001
2023-07-20,RELIANCE,2040.46,2064.11,2029.77,2031.81,4339960
2023-07-21,RELIANCE,2040.95,2064.1,2032.17,2041.95,3718912
2023-07-24,RELIANCE,2063.5,2092.21,2055.23,2071.51,4904572
2023-07-25,RELIANCE,2036.34,2045.72,2024.25,2026.51,2540876
2023-07-26,RELIANCE,1986.21,1992.15,1975.83,1979.5,5114743
2023-07-27,RELIANCE,1991.29,2006.2,1982.15,1998.79,3710784
2023-07-28,RELIANCE,2018.56,2022.47,2002.07,2010.1,2755043
2023-07-31,RELIANCE,2027.26,2035.51,2004.86,2019.79,3770532
2023-08-01,RELIANCE,2033.42,2043.49,2030.33,2033.04,1138841
2023-08-02,RELIANCE,2010.74,2011.12,2008.7,2008.91,3774710
2023-08-03,RELIANCE,2015.89,2035.52,2008.42,2017.93,1297416
2023-08-04,RELIANCE,2020.18,2037.36,1995.94,2029.21,1455156
2023-08-07,RELIANCE,2000.59,2009.45,1991.75,2003.89,1844285
2023-08-08,RELIANCE,2079.23,2090.81,2065.58,2072.95,5526571
2023-08-09,RELIANCE,2080.97,2134.06,2078.16,2091.33,1756308
2023-08-10,RELIANCE,2044.17,2064.81,2043.5,2047.58,1862958
2023-08-11,RELIANCE,2070.43,2098.64,2065.27,2072.54,3432364
2023-08-14,RELIANCE,2037.87,2043.31,2021.48,2037.11,4620340
2023-08-15,RELIANCE,2075.47,2092.27,2061.5,2066.79,4204210
2023-08-16,RELIANCE,2107.74,2130.4,2099.8,2110.98,4521322
2023-08-17,RELIANCE,2077.47,2098.06,2064.93,2080.65,2539995
2023-08-18,RELIANCE,2122.71,2129.73,2114.74,2117.68,3678791
2023-08-21,RELIANCE,2133.1,2139.32,2119.53,2134.12,4834832
2023-08-22,RELIANCE,2160.61,2167.28,2155.95,2166.58,5176976
2023-08-23,RELIANCE,2241.43,2249.66,2241.07,2242.5,4124889
2023-08-24,RELIANCE,2225.27,2234.44,2209.12,2233.29,4925074
2023-08-25,RELIANCE,2196.72,2223.09,2185.07,2203.85,5035122
2023-08-28,RELIANCE,2169.46,2184.44,2162.11,2169.5,5652010
2023-08-29,RELIANCE,2136.78,2145.92,2128.68,2138.51,2015795
2023-08-30,RELIANCE,2145.05,2168.4,2134.18,2136.19,3020825
2023-08-31,RELIANCE,2147.03,2156.41,2135.54,2149.99,2499226
2023-09-01,RELIANCE,2163.12,2185.63,2151.22,2161.38,2492097
2023-09-04,RELIANCE,2197.36,2210.11,2193.84,2194.46,4747385
2023-09-05,RELIANCE,2184.94,2200.86,2180.65,2195.63,4208049
2023-09-06,RELIANCE,2258.2,2263.44,2247.58,2254.51,1961884
2023-09-07,RELIANCE,2237.24,2249.29,2235.48,2244.47,5008998
2023-09-08,RELIANCE,2368.67,2399.82,2354.13,2357.8,4259081
2023-09-11,RELIANCE,2376.84,2390.95,2368.56,2385.22,3280108
2023-09-12,RELIANCE,2347.4,2355.86,2346.54,2349.41,4545508
2023-09-13,RELIANCE,2295.69,2320.7,2284.97,2305.25,1293587
2023-09-14,RELIANCE,2337.61,2341.19,2296.84,2326.05,3009952
2023-09-15,RELIANCE,2317.46,2321.35,2313.04,2317.41,2807782
2023-09-18,RELIANCE,2350.33,2353.28,2339.05,2348.09,5457003
2023-09-19,RELIANCE,2358.63,2369.96,2335.0,2368.89,2389294
2023-09-20,RELIANCE,2372.41,2372.97,2356.39,2366.49,1482423
2023-09-21,RELIANCE,2324.64,2342.31,2318.45,2331.4,3446573
2023-09-22,RELIANCE,2278.4,2279.18,2248.8,2269.37,3041026
2023-09-25,RELIANCE,2245.23,2262.86,2245.02,2251.87,4076353
2023-09-26,RELIANCE,2280.46,2288.75,2273.18,2287.54,2548084
2023-09-27,RELIANCE,2286.41,2298.24,2284.58,2297.06,3619519
2023-09-28,RELIANCE,2246.17,2276.77,2232.42,2246.8,5168993
2023-09-29,RELIANCE,2255.95,2269.69,2248.03,2254.49,3376081
2023-10-02,RELIANCE,2261.01,2276.07,2253.02,2270.87,3968055
2023-10-03,RELIANCE,2241.85,2256.82,2230.86,2235.69,3530202
2023-10-04,RELIANCE,2241.51,2286.0,2231.98,2242.56,2393684
2023-10-05,RELIANCE,2246.14,2277.47,2244.36,2245.59,2556949
2023-10-06,RELIANCE,2199.22,2202.61,2182.97,2200.52,3995128
2023-10-09,RELIANCE,2213.2,2232.02,2209.97,2215.4,3917113
2023-10-10,RELIANCE,2239.89,2255.49,2236.03,2238.55,4070431
2023-10-11,RELIANCE,2275.43,2292.49,2272.51,2283.3,5724335
2023-10-12,RELIANCE,2320.32,2343.52,2304.69,2327.72,3387841
2023-10-13,RELIANCE,2279.61,2288.97,2262.56,2271.39,3618456
2023-10-16,RELIANCE,2244.01,2272.72,2233.26,2234.04,4636508
2023-10-17,RELIANCE,2252.66,2258.38,2250.86,2255.52,5127724
2023-10-18,RELIANCE,2271.94,2280.42,2240.01,2277.16,1195187
2023-10-19,RELIANCE,2302.37,2315.42,2296.07,2299.06,3804733
2023-10-20,RELIANCE,2462.65,2472.34,2455.13,2464.9,1536608
2023-10-23,RELIANCE,2479.29,2493.37,2475.03,2491.11,5141739
2023-10-24,RELIANCE,2534.56,2548.78,2523.08,2543.31,1372219
2023-10-25,RELIANCE,2593.73,2629.78,2587.01,2588.14,1527043
2023-10-26,RELIANCE,2623.61,2624.47,2605.07,2619.45,2483576
2023-10-27,RELIANCE,2593.09,2608.43,2583.9,2605.41,4384692
2023-10-30,RELIANCE,2634.69,2657.8,2628.01,2642.04,2767322
2023-10-31,RELIANCE,2599.31,2622.9,2580.58,2606.32,1901523
2023-11-01,RELIANCE,2600.47,2618.28,2585.21,2596.01,4066003
2023-11-02,RELIANCE,2561.84,2583.78,2557.37,2574.2,2340943
2023-11-03,RELIANCE,2568.56,2595.92,2555.75,2578.77,4173019
2023-11-06,RELIANCE,2697.36,2721.86,2688.61,2689.29,2955002
2023-11-07,RELIANCE,2592.83,2618.39,2584.3,2601.19,4518763
2023-11-08,RELIANCE,2638.33,2642.87,2629.46,2634.31,3575551
2023-11-09,RELIANCE,2553.0,2571.01,2544.54,2559.7,2787414
2023-11-10,RELIANCE,2528.64,2539.77,2522.2,2538.81,2261394
2023-11-13,RELIANCE,2583.19,2594.77,2572.89,2589.84,1154034
2023-11-14,RELIANCE,2599.38,2604.2,2590.27,2593.62,3419588
2023-11-15,RELIANCE,2553.6,2559.93,2540.51,2544.55,5314333
2023-11-16,RELIANCE,2521.05,2545.26,2503.2,2512.75,1791948
2023-11-17,RELIANCE,2541.82,2551.24,2537.58,2544.44,4596124
2023-11-20,RELIANCE,2516.19,2519.85,2491.34,2511.97,2052411
2023-11-21,RELIANCE,2515.09,2536.99,2504.41,2522.53,4578783
2023-11-22,RELIANCE,2520.14,2543.2,2519.9,2525.36,872173
2023-11-23,RELIANCE,2506.56,2524.97,2482.54,2496.66,2124778
2023-11-24,RELIANCE,2583.03,2604.63,2582.23,2595.67,4335489
2023-11-27,RELIANCE,2615.36,2636.77,2610.84,2626.25,1793632
2023-11-28,RELIANCE,2525.6,2537.46,2514.98,2533.0,6456185
2023-11-29,RELIANCE,2530.23,2562.91,2525.95,2542.27,2497331
2023-11-30,RELIANCE,2504.91,2515.17,2503.04,2512.92,2805339
2023-12-01,RELIANCE,2554.66,2556.54,2542.68,2552.54,1776672
2023-12-04,RELIANCE,2515.16,2519.74,2503.29,2517.14,4229541
2023-12-05,RELIANCE,2522.57,2522.8,2486.8,2512.7,1533805
2023-12-06,RELIANCE,2544.46,2560.9,2530.61,2536.41,1617744
2023-12-07,RELIANCE,2572.94,2598.62,2569.68,2577.02,2154734
2023-12-08,RELIANCE,2516.63,2546.62,2514.69,2522.7,4594229
2023-12-11,RELIANCE,2505.28,2521.0,2501.75,2508.3,3609982
2023-12-12,RELIANCE,2489.95,2504.82,2484.32,2487.7,3848203
2023-12-13,RELIANCE,2453.65,2491.65,2450.7,2459.35,3719699
2023-12-14,RELIANCE,2542.67,2552.25,2537.84,2539.52,4182455
2023-12-15,RELIANCE,2556.55,2578.72,2543.37,2558.87,3904407
2023-12-18,RELIANCE,2503.5,2528.13,2492.13,2502.2,3879557
2023-12-19,RELIANCE,2543.02,2559.8,2531.62,2544.65,2001229
2023-12-20,RELIANCE,2639.08,2654.84,2625.91,2644.52,4811844
2023-12-21,RELIANCE,2707.03,2740.82,2693.76,2694.94,3574984
2023-12-22,RELIANCE,2629.93,2644.66,2601.8,2623.02,4008218
2023-12-25,RELIANCE,2591.68,2605.91,2585.6,2601.04,1326709
2023-12-26,RELIANCE,2671.64,2709.13,2648.86,2661.83,1342094
2023-12-27,RELIANCE,2628.6,2663.29,2628.37,2628.93,2542492
2023-12-28,RELIANCE,2661.27,2682.11,2640.82,2650.81,897790
2023-12-29,RELIANCE,2696.9,2721.58,2683.79,2688.84,4566976
2024-01-01,RELIANCE,2643.16,2660.48,2634.75,2645.14,2845935
2024-01-02,RELIANCE,2630.48,2679.7,2625.01,2643.1,3433923
2024-01-03,RELIANCE,2488.28,2514.81,2485.89,2494.05,4292752
2024-01-04,RELIANCE,2450.24,2458.7,2445.55,2449.22,4226527
2024-01-05,RELIANCE,2442.1,2451.02,2434.92,2438.84,2343622
2024-01-08,RELIANCE,2379.61,2398.19,2370.39,2385.39,6091506
2024-01-09,RELIANCE,2448.4,2468.64,2432.25,2457.26,6018765
2024-01-10,RELIANCE,2403.55,2407.77,2392.31,2395.53,2890594
2024-01-11,RELIANCE,2388.86,2390.42,2365.17,2377.34,1589253
2024-01-12,RELIANCE,2384.27,2385.21,2368.45,2383.66,1210300
2024-01-15,RELIANCE,2439.01,2458.35,2429.03,2447.04,1672860
2024-01-16,RELIANCE,2379.89,2389.53,2375.57,2385.32,4671458
2024-01-17,RELIANCE,2424.79,2461.91,2420.75,2436.52,1636635
2024-01-18,RELIANCE,2447.8,2449.28,2437.46,2437.7,4966460
2024-01-19,RELIANCE,2386.57,2410.56,2377.53,2395.73,1261506
2024-01-22,RELIANCE,2418.32,2434.87,2413.23,2416.47,1714395
2024-01-23,RELIANCE,2420.39,2428.57,2408.6,2425.87,3105777
2024-01-24,RELIANCE,2401.82,2422.7,2388.64,2400.52,4420370
2024-01-25,RELIANCE,2407.9,2421.67,2399.61,2404.26,1586675
2024-01-26,RELIANCE,2396.24,2419.8,2386.35,2388.36,4328094
2024-01-29,RELIANCE,2386.93,2408.8,2384.1,2393.96,4675828
2024-01-30,RELIANCE,2411.54,2437.5,2408.95,2423.39,1057497
2024-01-31,RELIANCE,2485.26,2509.06,2479.39,2494.32,4153644
2024-02-01,RELIANCE,2449.85,2453.22,2435.34,2440.09,1292347
2024-02-02,RELIANCE,2545.84,2554.09,2527.65,2536.36,5527817
2024-02-05,RELIANCE,2451.91,2466.44,2436.06,2449.52,3680443
2024-02-06,RELIANCE,2446.03,2447.61,2442.31,2443.57,4215463
2024-02-07,RELIANCE,2474.41,2494.42,2450.94,2470.33,3364747
2024-02-08,RELIANCE,2475.54,2492.62,2465.54,2483.6,3530027
2024-02-09,RELIANCE,2466.83,2471.63,2449.87,2456.65,1735868
2024-02-12,RELIANCE,2446.21,2472.09,2441.07,2448.2,1146881
2024-02-13,RELIANCE,2424.46,2433.91,2422.66,2427.3,4105849
2024-02-14,RELIANCE,2402.86,2403.15,2398.9,2402.41,1704791
2024-02-15,RELIANCE,2429.11,2448.45,2424.22,2440.16,5122911
2024-02-16,RELIANCE,2448.43,2459.99,2442.08,2456.63,3045778
2024-02-19,RELIANCE,2432.69,2453.15,2415.81,2426.91,3679142
2024-02-20,RELIANCE,2456.98,2469.15,2452.88,2467.27,1785254
2024-02-21,RELIANCE,2484.25,2490.69,2479.28,2481.69,2219714
2024-02-22,RELIANCE,2512.62,2520.86,2505.89,2519.03,2106070
2024-02-23,RELIANCE,2545.68,2556.65,2526.68,2548.5,1560225
2024-02-26,RELIANCE,2506.2,2512.24,2504.87,2511.51,1556538
2024-02-27,RELIANCE,2483.47,2487.67,2473.72,2487.06,2632485
2024-02-28,RELIANCE,2527.02,2537.55,2510.43,2521.5,1309817
2024-02-29,RELIANCE,2544.95,2560.06,2543.75,2550.12,4186371
2024-03-01,RELIANCE,2551.61,2572.65,2528.19,2549.92,3150162
2024-03-04,RELIANCE,2555.47,2582.32,2547.0,2556.08,3649424
2024-03-05,RELIANCE,2620.61,2639.27,2610.98,2616.33,5310085
2024-03-06,RELIANCE,2600.71,2611.1,2588.49,2589.4,5242239
2024-03-07,RELIANCE,2621.89,2632.67,2612.49,2615.81,1018316
2024-03-08,RELIANCE,2599.66,2620.51,2597.76,2607.09,1103807
2024-03-11,RELIANCE,2585.49,2602.09,2578.4,2597.67,2644024
2024-03-12,RELIANCE,2644.05,2669.07,2639.7,2650.35,5607599
2024-03-13,RELIANCE,2693.39,2703.49,2685.7,2690.83,2713220
2024-03-14,RELIANCE,2719.09,2735.52,2716.49,2731.34,4628206
2024-03-15,RELIANCE,2797.02,2809.65,2789.63,2797.12,4190089
2024-03-18,RELIANCE,2801.73,2833.91,2792.87,2799.02,1096614
2024-03-19,RELIANCE,2829.74,2852.25,2820.39,2834.44,5373684
2024-03-20,RELIANCE,2827.14,2831.79,2808.64,2819.5,2311609
2024-03-21,RELIANCE,2825.69,2846.36,2820.33,2836.85,3950383
2024-03-22,RELIANCE,2819.03,2837.27,2810.95,2831.06,3535609
2024-03-25,RELIANCE,2843.33,2846.11,2833.19,2836.86,4897578
2024-03-26,RELIANCE,2868.15,2870.23,2849.77,2868.28,2448737
2024-03-27,RELIANCE,2832.52,2833.18,2824.96,2827.19,4262938
2024-03-28,RELIANCE,2934.67,2938.79,2931.18,2936.58,2448769
2024-03-29,RELIANCE,2877.43,2899.21,2877.24,2884.75,5324487
2024-04-01,RELIANCE,2832.24,2865.4,2820.2,2823.23,2026181
2024-04-02,RELIANCE,2892.2,2900.56,2875.57,2883.57,3672548
2024-04-03,RELIANCE,2931.53,2952.08,2909.67,2925.83,2293361
2024-04-04,RELIANCE,2953.03,2961.09,2942.49,2959.77,4356793
2024-04-05,RELIANCE,2997.04,3035.74,2983.66,2994.34,4920204
2024-04-08,RELIANCE,2990.42,3006.64,2980.92,2994.58,1549093
2024-04-09,RELIANCE,2935.44,2972.07,2918.33,2947.48,2269281
2024-04-10,RELIANCE,2964.71,2989.88,2951.35,2952.39,4789496
2024-04-11,RELIANCE,2906.9,2925.8,2905.21,2917.5,2135962
2024-04-12,RELIANCE,2983.42,2991.95,2969.35,2970.05,1897549
2024-04-15,RELIANCE,2961.49,2987.52,2949.87,2963.09,3802121
2024-04-16,RELIANCE,2911.07,2925.95,2901.8,2920.26,3005830
2024-04-17,RELIANCE,2905.51,2908.56,2901.91,2904.29,4402319
2024-04-18,RELIANCE,2937.76,2946.49,2917.09,2926.84,3984027
2024-04-19,RELIANCE,2904.89,2920.11,2893.15,2898.16,2613671
2024-04-22,RELIANCE,2865.2,2874.94,2854.54,2856.44,2463550
2024-04-23,RELIANCE,2874.41,2892.77,2859.84,2869.85,4505572
2024-04-24,RELIANCE,2888.94,2889.45,2856.37,2883.4,4026242
2024-04-25,RELIANCE,2868.05,2879.6,2851.29,2858.07,3293683
2024-04-26,RELIANCE,2827.69,2838.3,2821.15,2834.79,3907695
2024-04-29,RELIANCE,2847.21,2870.85,2828.9,2847.51,2371186
2024-04-30,RELIANCE,2767.34,2780.04,2762.23,2775.08,4662813
2024-05-01,RELIANCE,2719.67,2732.17,2692.73,2706.47,5015861
2024-05-02,RELIANCE,2684.36,2714.27,2671.12,2672.49,2140066
2024-05-03,RELIANCE,2650.77,2668.65,2641.24,2663.04,1787471
2024-05-06,RELIANCE,2684.3,2702.72,2662.67,2678.79,4058837
2024-05-07,RELIANCE,2763.41,2781.55,2738.56,2751.71,2846236
2024-05-08,RELIANCE,2786.43,2820.45,2770.03,2795.36,3829070
2024-05-09,RELIANCE,2790.05,2796.34,2780.74,2788.16,1256150
2024-05-10,RELIANCE,2799.62,2810.2,2787.29,2788.04,3337046
2024-05-13,RELIANCE,2726.23,2739.84,2710.21,2739.0,4144601
2024-05-14,RELIANCE,2744.32,2752.69,2736.45,2738.91,1412645
2024-05-15,RELIANCE,2720.01,2726.67,2711.58,2725.53,4663762
2024-05-16,RELIANCE,2753.88,2761.96,2720.53,2742.24,2600166
2024-05-17,RELIANCE,2715.25,2729.06,2700.76,2702.52,1077269
2024-05-20,RELIANCE,2740.84,2743.38,2727.49,2728.72,2820109
2024-05-21,RELIANCE,2805.17,2827.1,2799.66,2805.89,1902517
2024-05-22,RELIANCE,2811.38,2813.05,2800.8,2801.24,1099813
2024-05-23,RELIANCE,2832.14,2845.7,2805.47,2822.42,1569913
2024-05-24,RELIANCE,2853.39,2869.59,2847.16,2858.56,2767804
2024-05-27,RELIANCE,2848.18,2866.72,2836.89,2838.84,2444000
2024-05-28,RELIANCE,2837.97,2867.54,2830.55,2851.17,5170328
