Date,Ticker,Open,High,Low,Close,Volume,Daily_Return_Pct,SMA_7,SMA_30,RSI_14,BB_Upper,BB_Lower,BB_Mid,Value_Traded_Cr
2023-02-13,HDFCBANK,1474.25,1495.49,1465.24,1470.93,2849483,-1.3659,1510.78,1514.52,46.36,1568.9,1476.82,1522.86,419.14
2023-02-14,HDFCBANK,1431.68,1445.2,1427.85,1435.56,6168713,-2.4046,1498.25,1511.46,38.43,1579.12,1458.33,1518.73,885.56
2023-02-15,HDFCBANK,1430.59,1444.65,1414.33,1437.77,2618286,0.1539,1483.84,1508.45,33.45,1581.66,1444.62,1513.14,376.45
2023-02-16,HDFCBANK,1478.09,1493.35,1472.56,1474.92,5290874,2.5839,1478.76,1507.47,36.59,1579.21,1440.56,1509.88,780.36
2023-02-17,HDFCBANK,1526.32,1544.26,1522.46,1531.36,4925514,3.8266,1478.12,1508.4,50.66,1579.24,1440.55,1509.9,754.27
2023-02-20,HDFCBANK,1527.71,1545.93,1518.55,1533.78,2000166,0.158,1482.23,1510.15,47.51,1581.48,1441.32,1511.4,306.78
2023-02-21,HDFCBANK,1554.2,1575.62,1551.7,1558.29,4199242,1.598,1491.8,1513.25,57.37,1587.2,1441.92,1514.56,654.36
2023-02-22,HDFCBANK,1561.83,1574.59,1537.42,1563.71,3290243,0.3478,1505.06,1515.93,55.41,1592.85,1441.06,1516.96,514.5
2023-02-23,HDFCBANK,1574.64,1597.92,1572.8,1575.02,2625372,0.7233,1524.98,1518.81,58.39,1597.92,1439.09,1518.51,413.5
2023-02-24,HDFCBANK,1560.69,1596.37,1558.63,1567.83,2031208,-0.4565,1543.56,1521.44,54.86,1598.39,1438.89,1518.64,318.46
2023-02-27,HDFCBANK,1579.87,1622.85,1558.83,1572.47,4193103,0.296,1557.49,1523.6,61.19,1604.2,1437.66,1520.93,659.35
2023-02-28,HDFCBANK,1588.11,1601.64,1575.41,1584.69,4754080,0.7771,1565.11,1525.81,59.26,1609.8,1435.49,1522.64,753.37
2023-03-01,HDFCBANK,1569.48,1614.62,1561.38,1572.26,4384195,-0.7844,1570.61,1526.57,63.71,1615.4,1435.98,1525.69,689.31
2023-03-02,HDFCBANK,1568.05,1576.21,1565.74,1570.9,4868428,-0.0865,1572.41,1527.6,67.08,1619.65,1435.75,1527.7,764.78
2023-03-03,HDFCBANK,1569.15,1578.85,1568.13,1569.96,1897560,-0.0598,1573.3,1528.9,73.18,1623.87,1436.21,1530.04,297.91
2023-03-06,HDFCBANK,1590.59,1595.5,1585.52,1588.58,4889765,1.186,1575.24,1531.72,88.87,1629.92,1435.15,1532.53,776.78
2023-03-07,HDFCBANK,1559.85,1574.12,1558.92,1565.39,5319035,-1.4598,1574.89,1534.07,79.29,1633.14,1437.41,1535.28,832.64
2023-03-08,HDFCBANK,1559.73,1570.59,1547.3,1564.6,1547951,-0.0505,1573.77,1535.69,74.71,1635.46,1437.97,1536.72,242.19
2023-03-09,HDFCBANK,1613.19,1632.99,1606.18,1607.41,1271155,2.7362,1577.01,1537.81,72.65,1644.21,1439.47,1541.84,204.33
2023-03-10,HDFCBANK,1630.19,1637.75,1615.61,1634.17,2827331,1.6648,1585.86,1540.11,76.12,1656.32,1441.64,1548.98,462.03
2023-03-13,HDFCBANK,1663.7,1684.98,1647.4,1665.7,2847781,1.9294,1599.4,1544.74,76.96,1671.45,1445.99,1558.72,474.35
2023-03-14,HDFCBANK,1672.83,1673.69,1662.94,1666.64,3763490,0.0564,1613.21,1548.62,76.43,1677.07,1463.48,1570.27,627.24
2023-03-15,HDFCBANK,1677.24,1679.36,1668.62,1674.51,4529498,0.4722,1625.49,1554.06,76.01,1679.1,1485.12,1582.11,758.47
2023-03-16,HDFCBANK,1695.86,1705.68,1683.33,1698.55,1518869,1.4356,1644.51,1559.65,81.4,1689.81,1496.77,1593.29,257.99
2023-03-17,HDFCBANK,1739.63,1757.19,1732.48,1736.44,5598416,2.2307,1669.06,1566.76,83.96,1714.81,1492.28,1603.54,972.13
2023-03-20,HDFCBANK,1681.89,1714.84,1680.72,1690.01,2615472,-2.6739,1680.86,1571.8,69.11,1723.92,1498.79,1611.36,442.02
2023-03-21,HDFCBANK,1663.45,1672.22,1643.8,1659.54,3393158,-1.8029,1684.48,1576.77,64.86,1728.04,1504.8,1616.42,563.11
2023-03-22,HDFCBANK,1690.39,1694.63,1686.93,1690.61,1475830,1.8722,1688.04,1581.93,68.51,1736.18,1509.34,1622.76,249.51
2023-03-23,HDFCBANK,1689.72,1692.22,1676.07,1684.44,4074065,-0.365,1690.59,1587.91,67.42,1742.51,1513.96,1628.24,686.25
2023-03-24,HDFCBANK,1676.63,1692.53,1660.08,1669.04,2764460,-0.9143,1689.8,1593.84,62.36,1745.25,1521.34,1633.3,461.4
2023-03-27,HDFCBANK,1647.33,1665.24,1631.1,1640.35,4592773,-1.719,1681.49,1599.48,61.33,1744.93,1528.45,1636.69,753.38
2023-03-28,HDFCBANK,1634.68,1649.87,1626.33,1628.02,3041557,-0.7517,1666.0,1605.9,59.26,1744.42,1533.29,1638.86,495.17
2023-03-29,HDFCBANK,1596.91,1625.94,1589.96,1596.72,2698354,-1.9226,1652.67,1611.2,48.38,1742.92,1537.23,1640.08,430.85
2023-03-30,HDFCBANK,1642.21,1652.75,1641.83,1644.51,5322635,2.993,1650.53,1616.85,51.47,1741.31,1546.21,1643.76,875.31
2023-03-31,HDFCBANK,1643.79,1664.32,1641.45,1644.36,4092415,-0.0091,1643.92,1620.62,46.67,1738.65,1556.31,1647.48,672.94
2023-04-03,HDFCBANK,1646.51,1648.32,1631.74,1643.39,4606728,-0.059,1638.06,1624.27,46.37,1737.13,1563.31,1650.22,757.07
2023-04-04,HDFCBANK,1663.7,1683.8,1651.09,1657.34,4906538,0.8489,1636.38,1627.57,47.37,1732.02,1577.62,1654.82,813.18
2023-04-05,HDFCBANK,1675.27,1687.48,1673.58,1680.19,5533070,1.3787,1642.08,1631.45,47.18,1725.72,1595.47,1660.6,929.66
2023-04-06,HDFCBANK,1710.08,1732.4,1689.44,1702.96,1017362,1.3552,1652.78,1635.72,44.61,1728.05,1602.7,1665.37,173.25
2023-04-07,HDFCBANK,1734.58,1751.46,1705.48,1729.13,3016463,1.5367,1671.7,1641.1,56.74,1737.08,1603.16,1670.12,521.59
2023-04-10,HDFCBANK,1722.51,1728.34,1693.78,1714.3,5160090,-0.8577,1681.67,1645.82,59.98,1742.3,1602.8,1672.55,884.59
2023-04-11,HDFCBANK,1714.03,1731.64,1690.48,1707.54,4467446,-0.3943,1690.69,1649.92,53.38,1746.0,1603.2,1674.6,762.83
2023-04-12,HDFCBANK,1722.61,1743.1,1716.34,1726.41,3316219,1.1051,1702.55,1655.06,57.98,1752.26,1602.13,1677.19,572.52
2023-04-13,HDFCBANK,1707.33,1715.15,1706.92,1714.08,3985390,-0.7142,1710.66,1659.83,58.67,1754.28,1601.66,1677.97,683.13
2023-04-14,HDFCBANK,1707.69,1715.62,1706.23,1714.34,881629,0.0152,1715.54,1664.64,65.99,1750.19,1603.54,1676.86,151.14
2023-04-17,HDFCBANK,1720.72,1728.5,1710.66,1724.32,3165392,0.5821,1718.59,1669.17,71.03,1754.75,1602.41,1678.58,545.81
2023-04-18,HDFCBANK,1745.75,1757.34,1733.18,1743.76,3388638,1.1274,1720.68,1675.11,83.86,1763.69,1601.89,1682.79,590.9
2023-04-19,HDFCBANK,1706.45,1718.2,1698.66,1701.27,5823434,-2.4367,1718.82,1679.67,63.4,1764.58,1602.06,1683.32,990.72
2023-04-20,HDFCBANK,1725.62,1730.65,1712.98,1718.76,1304295,1.0281,1720.42,1683.38,66.23,1767.83,1602.25,1685.04,224.18
2023-04-21,HDFCBANK,1715.64,1724.11,1710.57,1713.52,5120502,-0.3049,1718.58,1686.02,65.02,1770.64,1603.89,1687.26,877.41
2023-04-24,HDFCBANK,1722.4,1734.14,1721.75,1730.96,2578744,1.0178,1720.99,1688.2,65.54,1774.27,1609.31,1691.79,446.37
2023-04-25,HDFCBANK,1744.78,1758.4,1743.85,1750.27,3192978,1.1156,1726.12,1690.99,65.01,1778.59,1617.23,1697.91,558.86
2023-04-26,HDFCBANK,1783.34,1795.58,1777.84,1790.51,2232410,2.2991,1735.58,1694.85,67.45,1783.52,1631.68,1707.6,399.72
2023-04-27,HDFCBANK,1822.67,1825.19,1817.57,1825.16,1611885,1.9352,1747.21,1699.08,68.52,1803.19,1630.07,1716.63,294.19
2023-04-28,HDFCBANK,1860.34,1864.46,1857.44,1860.31,2450039,1.9259,1769.93,1703.2,76.11,1828.66,1626.19,1727.43,455.78
2023-05-01,HDFCBANK,1890.04,1905.57,1880.6,1898.71,6007885,2.0642,1795.63,1710.16,80.71,1859.57,1620.81,1740.19,1140.72
2023-05-02,HDFCBANK,1904.0,1917.23,1898.02,1906.89,1722438,0.4308,1823.26,1718.41,80.02,1886.84,1618.5,1752.67,328.45
2023-05-03,HDFCBANK,1902.05,1915.19,1893.36,1908.17,2023765,0.0671,1848.57,1725.66,83.52,1910.49,1617.65,1764.07,386.17
2023-05-04,HDFCBANK,1934.89,1954.55,1925.92,1932.05,935182,1.2515,1874.54,1733.91,84.76,1936.89,1614.15,1775.52,180.68
2023-05-05,HDFCBANK,1951.69,1969.96,1951.36,1952.39,928007,1.0528,1897.67,1743.36,85.25,1964.59,1608.79,1786.69,181.18
2023-05-08,HDFCBANK,1944.29,1963.23,1935.99,1944.38,2645502,-0.4103,1914.7,1753.49,82.14,1985.87,1610.51,1798.19,514.39
2023-05-09,HDFCBANK,1954.45,1975.2,1945.39,1955.86,4571380,0.5904,1928.35,1764.42,95.29,2005.74,1615.47,1810.61,894.1
2023-05-10,HDFCBANK,1964.25,1969.02,1937.54,1955.33,3411448,-0.0271,1936.44,1776.37,94.78,2023.16,1620.95,1822.05,667.05
2023-05-11,HDFCBANK,1927.01,1941.53,1921.68,1932.52,2576970,-1.1666,1940.1,1785.97,88.87,2033.11,1632.83,1832.97,498.0
2023-05-12,HDFCBANK,1968.52,1982.11,1960.53,1968.19,4380908,1.8458,1948.67,1796.77,89.55,2046.32,1645.01,1845.67,862.25
2023-05-15,HDFCBANK,1974.79,1976.92,1969.35,1970.14,4185320,0.0991,1954.12,1807.66,88.91,2057.43,1658.48,1857.96,824.57
2023-05-16,HDFCBANK,2029.06,2033.77,2021.54,2027.91,5103192,2.9323,1964.9,1820.01,89.55,2077.77,1666.56,1872.16,1034.88
2023-05-17,HDFCBANK,1991.23,2013.5,1975.31,1982.72,2869057,-2.2284,1970.38,1830.1,75.36,2080.83,1691.65,1886.24,568.85
2023-05-18,HDFCBANK,1965.36,1976.88,1962.48,1967.76,2906788,-0.7545,1972.08,1838.92,68.5,2079.54,1717.84,1898.69,571.99
2023-05-19,HDFCBANK,1968.37,1989.28,1966.87,1969.09,922943,0.0676,1974.05,1846.92,63.89,2072.23,1750.7,1911.47,181.74
2023-05-22,HDFCBANK,1992.91,2003.76,1991.33,2001.14,2963297,1.6277,1983.85,1856.48,67.0,2066.08,1783.87,1924.98,593.0
2023-05-23,HDFCBANK,2014.99,2035.39,2010.85,2012.8,2679701,0.5827,1990.22,1866.66,68.19,2058.03,1818.17,1938.1,539.37
2023-05-24,HDFCBANK,2017.74,2024.87,2017.5,2022.02,2236560,0.4581,1997.63,1876.51,66.48,2053.19,1846.16,1949.68,452.24
2023-05-25,HDFCBANK,1984.03,2003.53,1978.92,1990.79,4627529,-1.5445,1992.33,1885.73,56.76,2044.67,1871.25,1957.96,921.24
2023-05-26,HDFCBANK,1960.11,1993.39,1951.28,1959.24,3618240,-1.5848,1988.98,1893.9,52.42,2036.44,1889.37,1962.91,708.9
2023-05-29,HDFCBANK,1969.18,2005.46,1954.55,1968.54,2062771,0.4747,1989.09,1902.04,52.08,2033.45,1899.35,1966.4,406.06
2023-05-30,HDFCBANK,1923.54,1954.16,1921.17,1931.73,4581849,-1.8699,1983.75,1908.3,46.54,2030.86,1904.42,1967.64,885.09
2023-05-31,HDFCBANK,1921.62,1925.89,1904.7,1917.82,3934941,-0.7201,1971.85,1915.52,47.79,2029.55,1906.69,1968.12,754.65
2023-06-01,HDFCBANK,1934.13,1963.71,1929.86,1931.74,5220519,0.7258,1960.27,1922.62,44.14,2029.58,1906.64,1968.11,1008.47
2023-06-02,HDFCBANK,1899.84,1910.09,1891.33,1905.77,5210262,-1.3444,1943.66,1929.03,40.39,2033.02,1898.53,1965.77,992.96
2023-06-05,HDFCBANK,1948.92,1971.18,1942.27,1949.52,5479716,2.2957,1937.77,1936.32,37.78,2032.97,1899.09,1966.03,1068.28
2023-06-06,HDFCBANK,1988.02,1994.69,1961.55,1983.65,3438251,1.7507,1941.25,1944.1,50.15,2034.62,1900.22,1967.42,682.03
2023-06-07,HDFCBANK,1941.48,1947.65,1933.04,1940.91,2485917,-2.1546,1937.31,1949.11,46.02,2034.75,1898.65,1966.7,482.49
2023-06-08,HDFCBANK,1914.16,1930.28,1910.84,1916.16,2003704,-1.2752,1935.08,1952.14,42.67,2036.03,1895.74,1965.88,383.94
2023-06-09,HDFCBANK,1852.92,1873.03,1835.36,1856.22,1094614,-3.1281,1926.28,1952.01,31.37,2045.83,1874.73,1960.28,203.18
2023-06-12,HDFCBANK,1838.43,1850.51,1831.86,1836.4,1887981,-1.0678,1912.66,1949.93,27.79,2055.29,1851.91,1953.6,346.71
2023-06-13,HDFCBANK,1864.77,1879.41,1847.76,1856.62,3781730,1.1011,1905.64,1948.25,29.73,2049.19,1840.87,1945.03,702.12
2023-06-14,HDFCBANK,1849.47,1849.6,1840.05,1846.3,5111982,-0.5558,1890.89,1946.19,31.34,2049.6,1826.83,1938.21,943.83
2023-06-15,HDFCBANK,1850.76,1879.89,1839.75,1858.66,1894881,0.6694,1873.04,1943.74,36.33,2048.64,1816.87,1932.76,352.19
2023-06-16,HDFCBANK,1819.14,1834.53,1811.82,1819.86,1785067,-2.0875,1855.75,1939.33,31.3,2050.2,1800.39,1925.29,324.86
2023-06-19,HDFCBANK,1847.9,1851.96,1830.64,1840.71,3275256,1.1457,1844.97,1935.87,38.07,2042.27,1792.27,1917.27,602.88
2023-06-20,HDFCBANK,1819.45,1847.71,1819.22,1826.86,3024275,-0.7524,1840.77,1931.57,38.08,2030.7,1785.25,1907.98,552.49
2023-06-21,HDFCBANK,1836.51,1856.79,1818.94,1827.58,4314846,0.0394,1839.51,1927.31,35.86,2013.52,1782.99,1898.25,788.57
2023-06-22,HDFCBANK,1833.8,1865.29,1809.7,1825.6,4538955,-0.1083,1835.08,1923.75,38.36,2000.93,1779.06,1889.99,828.63
2023-06-23,HDFCBANK,1786.23,1794.41,1778.73,1793.79,1478949,-1.7424,1827.58,1917.94,26.57,1995.55,1767.89,1881.72,265.29
2023-06-26,HDFCBANK,1773.1,1805.49,1743.83,1765.45,2193239,-1.5799,1814.26,1911.11,16.58,1988.97,1754.17,1871.57,387.21
2023-06-27,HDFCBANK,1787.48,1791.3,1782.9,1789.93,2145509,1.3866,1809.99,1903.18,25.51,1983.69,1745.26,1864.48,384.03
2023-06-28,HDFCBANK,1806.56,1812.27,1789.3,1800.35,2060118,0.5821,1804.22,1897.1,30.3,1978.33,1738.88,1858.6,370.89
2023-06-29,HDFCBANK,1825.92,1836.87,1816.03,1827.41,3497813,1.503,1804.3,1892.42,44.48,1968.7,1738.07,1853.39,639.19
2023-06-30,HDFCBANK,1835.05,1860.7,1831.24,1836.14,847768,0.4777,1805.52,1887.99,49.95,1962.74,1737.07,1849.91,155.66
2023-07-03,HDFCBANK,1842.7,1854.4,1834.19,1840.23,2713068,0.2227,1807.61,1882.63,46.5,1947.09,1741.79,1844.44,499.27
2023-07-04,HDFCBANK,1801.62,1812.65,1782.67,1796.69,2024660,-2.366,1808.03,1875.42,40.71,1916.14,1754.04,1835.09,363.77
2023-07-05,HDFCBANK,1781.94,1798.68,1769.85,1790.29,2744861,-0.3562,1811.58,1867.7,36.91,1893.86,1761.26,1827.56,491.41
2023-07-06,HDFCBANK,1791.67,1798.57,1784.34,1790.0,2381866,-0.0162,1811.59,1861.01,43.29,1874.85,1767.66,1821.25,426.35
2023-07-07,HDFCBANK,1834.27,1855.48,1833.51,1840.03,4738552,2.795,1817.26,1857.03,49.86,1872.28,1768.61,1820.45,871.91
2023-07-10,HDFCBANK,1855.36,1863.92,1839.98,1858.22,5302678,0.9886,1821.66,1853.35,56.12,1875.65,1767.42,1821.54,985.35
2023-07-11,HDFCBANK,1896.14,1905.1,1889.56,1899.03,1925722,2.1962,1830.64,1852.26,62.06,1886.22,1761.09,1823.66,365.7
2023-07-12,HDFCBANK,1914.81,1932.39,1908.86,1915.4,3048941,0.862,1841.38,1852.18,64.46,1901.47,1752.76,1827.11,583.99
2023-07-13,HDFCBANK,1893.69,1920.8,1888.91,1896.84,2926209,-0.969,1855.69,1851.02,67.33,1908.56,1749.48,1829.02,555.06
2023-07-14,HDFCBANK,1892.91,1910.04,1887.14,1900.37,2730311,0.1861,1871.41,1850.84,74.76,1918.56,1747.53,1833.05,518.86
2023-07-17,HDFCBANK,1900.33,1916.91,1898.8,1907.09,3389808,0.3536,1888.14,1849.43,73.0,1928.06,1744.67,1836.37,646.47
2023-07-18,HDFCBANK,1873.81,1890.25,1858.29,1882.59,2681331,-1.2847,1894.22,1846.06,65.3,1933.0,1745.31,1839.15,504.78
2023-07-19,HDFCBANK,1872.34,1874.1,1850.2,1872.9,4384075,-0.5147,1896.32,1843.79,59.05,1936.27,1746.57,1841.42,821.09
2023-07-20,HDFCBANK,1876.41,1881.22,1854.44,1867.92,1781065,-0.2659,1891.87,1842.18,56.42,1938.79,1748.28,1843.53,332.69
2023-07-21,HDFCBANK,1903.46,1925.62,1900.24,1910.8,1354795,2.2956,1891.22,1844.0,62.32,1946.13,1752.63,1849.38,258.87
2023-07-24,HDFCBANK,1864.63,1875.48,1856.03,1856.35,4607746,-2.8496,1885.43,1844.67,60.03,1942.25,1765.61,1853.93,855.36
2023-07-25,HDFCBANK,1892.78,1894.06,1869.24,1888.37,5792330,1.7249,1883.72,1845.73,65.18,1943.03,1774.67,1858.85,1093.81
2023-07-26,HDFCBANK,1866.74,1892.48,1850.93,1864.18,4345252,-1.281,1877.59,1846.32,60.69,1941.6,1782.49,1862.04,810.03
2023-07-27,HDFCBANK,1831.77,1845.7,1809.27,1829.11,3609293,-1.8813,1869.95,1845.34,48.36,1941.53,1782.73,1862.13,660.18
2023-07-28,HDFCBANK,1866.07,1873.63,1852.42,1859.99,3425809,1.6883,1868.1,1846.67,50.26,1941.79,1784.85,1863.32,637.2
2023-07-31,HDFCBANK,1872.17,1880.65,1868.0,1879.56,5190865,1.0522,1869.77,1847.97,46.99,1943.29,1787.29,1865.29,975.65
2023-08-01,HDFCBANK,1913.37,1941.71,1903.43,1913.28,2897338,1.794,1870.12,1850.85,49.69,1944.84,1797.39,1871.12,554.34
2023-08-02,HDFCBANK,1939.09,1942.66,1929.57,1935.28,1992156,1.1499,1881.4,1854.44,55.58,1946.96,1809.77,1878.37,385.54
2023-08-03,HDFCBANK,1994.07,2006.68,1985.11,1992.34,4793723,2.9484,1896.25,1860.0,61.56,1961.73,1815.23,1888.48,955.07
2023-08-04,HDFCBANK,2015.1,2018.41,1995.75,2008.42,3762598,0.8071,1916.85,1867.15,62.45,1984.09,1809.72,1896.9,755.69
2023-08-07,HDFCBANK,1995.9,2009.75,1986.19,2004.47,2840129,-0.1967,1941.91,1875.12,65.77,2001.67,1806.76,1904.21,569.3
2023-08-08,HDFCBANK,2018.4,2023.27,2013.43,2014.56,4924060,0.5034,1963.99,1882.61,68.31,2019.14,1800.84,1909.99,991.98
2023-08-09,HDFCBANK,2051.09,2059.8,2044.84,2050.39,1762662,1.7786,1988.39,1890.94,71.84,2042.7,1790.78,1916.74,361.41
2023-08-10,HDFCBANK,2026.13,2046.72,2016.25,2028.58,1661344,-1.0637,2004.86,1897.65,64.84,2058.36,1788.3,1923.33,337.02
2023-08-11,HDFCBANK,2007.39,2010.96,1999.98,2010.6,1669484,-0.8863,2015.62,1903.46,71.41,2068.83,1788.85,1928.84,335.67
2023-08-14,HDFCBANK,2004.78,2029.36,1997.01,2002.36,1420409,-0.4098,2017.05,1908.87,66.94,2076.92,1790.28,1933.6,284.42
2023-08-15,HDFCBANK,1952.25,1965.87,1932.56,1944.65,4659468,-2.8821,2007.94,1913.8,60.87,2078.05,1795.36,1936.71,906.1
2023-08-16,HDFCBANK,1948.77,1959.45,1930.97,1948.84,4824416,0.2155,2000.0,1919.08,67.65,2078.67,1802.33,1940.5,940.2
2023-08-17,HDFCBANK,1904.63,1937.78,1887.83,1898.47,6284106,-2.5846,1983.41,1922.7,55.37,2077.47,1806.59,1942.03,1193.02
2023-08-18,HDFCBANK,1898.44,1905.2,1873.39,1900.3,1219238,0.0964,1961.97,1924.71,53.04,2077.54,1805.47,1941.5,231.69
2023-08-21,HDFCBANK,1916.23,1936.41,1911.71,1923.88,1684314,1.2409,1947.01,1926.9,51.6,2075.25,1814.52,1944.88,324.04
2023-08-22,HDFCBANK,1903.12,1936.29,1884.17,1911.5,5272200,-0.6435,1932.86,1927.31,46.3,2074.69,1817.38,1946.04,1007.78
2023-08-23,HDFCBANK,1948.57,1988.52,1945.94,1957.35,5354447,2.3986,1926.43,1928.71,44.35,2073.48,1827.91,1950.7,1048.05
2023-08-24,HDFCBANK,1915.85,1918.65,1902.13,1918.15,3471294,-2.0027,1922.64,1929.42,36.45,2065.17,1845.13,1955.15,665.85
2023-08-25,HDFCBANK,1947.66,1958.39,1944.6,1950.84,4459549,1.7042,1922.93,1931.1,42.59,2060.26,1859.12,1959.69,869.99
2023-08-28,HDFCBANK,1974.09,1976.68,1959.32,1969.8,2640864,0.9719,1933.12,1933.19,43.96,2057.47,1870.94,1964.2,520.2
2023-08-29,HDFCBANK,1928.13,1938.85,1915.08,1923.46,4345481,-2.3525,1936.43,1934.56,33.35,2056.91,1872.51,1964.71,835.84
2023-08-30,HDFCBANK,1989.32,2017.47,1983.32,1998.3,5729698,3.8909,1947.06,1938.74,46.51,2060.14,1875.59,1967.86,1144.97
2023-08-31,HDFCBANK,1991.39,2005.52,1985.45,1996.96,3462749,-0.0671,1959.27,1943.04,48.37,2060.65,1875.54,1968.09,691.5
2023-09-01,HDFCBANK,1968.56,1974.54,1968.53,1973.01,1779111,-1.1993,1961.5,1945.11,46.61,2056.97,1875.68,1966.32,351.02
2023-09-04,HDFCBANK,1935.87,1958.34,1929.1,1934.95,2810779,-1.929,1963.9,1947.73,48.83,2052.66,1873.04,1962.85,543.87
2023-09-05,HDFCBANK,1922.56,1934.11,1920.18,1929.42,4141765,-0.2858,1960.84,1949.1,47.66,2046.12,1871.06,1958.59,799.12
2023-09-06,HDFCBANK,1919.36,1941.87,1914.56,1926.41,4107371,-0.156,1954.64,1951.17,53.8,2029.49,1875.29,1952.39,791.25
2023-09-07,HDFCBANK,1938.16,1942.48,1925.28,1929.6,3443027,0.1656,1955.52,1954.52,53.97,2016.2,1878.68,1947.44,664.37
2023-09-08,HDFCBANK,1927.85,1934.32,1919.68,1922.0,2992686,-0.3939,1944.62,1956.59,49.73,2005.8,1880.23,1943.01,575.19
2023-09-11,HDFCBANK,1933.35,1941.24,1924.08,1939.54,3442930,0.9126,1936.42,1958.59,53.92,1996.1,1883.64,1939.87,667.77
2023-09-12,HDFCBANK,1927.67,1930.31,1914.79,1929.47,3400793,-0.5192,1930.2,1959.13,45.68,1995.48,1882.75,1939.11,656.17
2023-09-13,HDFCBANK,1875.6,1883.97,1869.26,1878.31,2769709,-2.6515,1922.11,1957.23,44.04,1997.9,1873.27,1935.59,520.24
2023-09-14,HDFCBANK,1880.26,1900.43,1863.51,1874.8,4269040,-0.1869,1914.3,1953.31,37.54,2000.47,1868.33,1934.4,800.36
